"resp_nr","voted","fair_election","correct_election","secure_election","econ_own","econ_accountab"
1808,"did vote",2,1,1,1,3
1809,"did vote",2,2,1,2,3
1810,"did vote",1,1,2,NA,NA
1811,"did vote",2,2,1,2,2
1812,"did vote",NA,1,1,2,2
1813,NA,1,1,1,1,3
1814,"did vote",2,1,1,2,4
1815,"did vote",5,2,1,2,5
1816,"did vote",2,1,1,2,3
1817,"did vote",2,1,1,2,2
1819,"did vote",1,1,1,1,5
1821,"did vote",1,1,1,2,5
1822,"did vote",2,2,2,2,3
1823,"did vote",1,1,2,2,3
1824,"did vote",1,1,1,1,5
1825,"did not vote",2,1,1,2,4
1826,"did vote",1,2,1,2,4
1827,"did vote",2,1,1,2,4
1828,"did vote",1,1,1,2,5
1829,"did vote",1,1,1,2,5
1830,"did vote",2,2,2,2,3
1831,"did vote",1,1,1,2,3
1832,"did vote",4,2,1,1,3
1833,"did vote",1,1,1,3,NA
1834,"did vote",3,1,1,1,1
1835,"did vote",2,1,1,2,3
1836,"did vote",2,3,3,1,3
1837,"did vote",2,2,2,2,3
1838,"did vote",2,1,1,1,5
1839,"did vote",1,1,1,2,5
1840,"did vote",1,3,2,3,1
1841,"did vote",1,1,1,1,5
1842,"did vote",1,1,1,2,3
1843,"did vote",3,4,2,2,3
1844,"did vote",3,1,2,2,4
1845,"did vote",2,1,1,2,4
1846,"did vote",3,3,4,3,3
1847,"did vote",1,1,1,1,5
1849,"did vote",2,2,1,3,4
1851,"did vote",1,2,1,4,2
1852,"did vote",1,1,1,2,1
1853,"did vote",3,1,1,2,3
1854,"did vote",2,1,1,1,4
1855,"did vote",2,2,1,3,2
1856,"did vote",2,2,2,2,5
1857,"did vote",3,3,3,4,1
1858,"did vote",2,2,2,2,3
1859,"did vote",3,3,2,3,1
1860,"did vote",1,1,1,1,2
1861,"did vote",5,5,5,3,2
1863,"did vote",2,2,2,2,3
1865,"did vote",2,1,1,2,3
1866,"did vote",3,1,1,2,5
1867,"did vote",2,2,1,2,4
1868,"did vote",1,1,1,2,2
1869,"did vote",2,2,1,3,2
1870,NA,3,2,3,NA,NA
1871,"did vote",2,2,1,2,5
1872,"did vote",4,1,1,3,5
1873,"did vote",1,1,3,2,3
1875,"did not vote",2,1,1,2,1
1876,"did vote",4,4,2,4,2
1877,"did vote",4,1,1,3,4
1878,"did vote",1,1,1,2,3
1879,"did vote",4,4,3,3,4
1880,"did vote",1,3,2,2,1
1881,"did vote",1,1,1,2,5
1883,"did vote",4,4,4,3,4
1884,"did vote",1,1,1,2,4
1885,"did vote",1,1,1,3,3
1886,"did vote",2,2,2,2,2
1887,"did vote",2,3,2,2,3
1888,"did vote",3,2,2,2,3
1889,"did vote",3,3,1,3,3
1890,"did vote",5,5,5,3,3
1891,"did vote",2,1,1,2,NA
1892,NA,2,2,2,3,4
1893,"did vote",3,2,2,2,2
1894,NA,3,3,2,2,2
1895,"did vote",1,1,1,2,5
1897,"did vote",3,2,2,2,4
1898,"did vote",2,1,2,2,3
1899,"did vote",5,2,1,2,2
1900,"did vote",2,2,2,3,2
1901,"did vote",4,5,3,4,1
1902,"did vote",4,3,3,1,1
1903,"did vote",1,1,1,2,5
1905,"did vote",2,1,1,1,5
1906,"did vote",2,2,2,2,3
1907,"did vote",1,1,1,3,1
1908,"did vote",2,2,2,2,3
1910,"did vote",2,2,2,3,2
1911,"did vote",1,2,1,2,4
1912,"did vote",2,2,1,2,2
1913,"did vote",1,3,2,2,4
1914,"did vote",3,1,1,2,3
1915,"did vote",1,1,1,2,3
1916,"did vote",2,2,1,2,3
1917,"did vote",2,2,2,2,3
1918,NA,1,1,1,1,3
1919,"did not vote",4,3,3,3,NA
1920,"did not vote",1,1,1,3,3
1921,"did vote",2,2,1,1,1
1922,"did vote",3,2,1,1,5
1923,"did vote",5,2,3,4,2
1924,"did vote",2,1,2,2,3
1925,"did vote",4,1,1,4,1
1927,"did vote",2,1,1,3,1
1928,"did vote",1,1,1,2,3
1929,"did vote",2,2,2,2,3
1930,"did vote",1,1,1,2,1
1931,"did vote",3,2,1,3,4
1932,"did vote",2,3,4,3,1
1933,"did vote",2,1,1,2,2
1934,"did vote",1,1,1,2,3
1935,"did vote",2,2,2,1,3
1936,"did vote",1,1,1,2,NA
1937,"did vote",2,1,1,2,2
1938,"did vote",3,2,2,2,3
1939,"did vote",4,2,3,3,3
1940,"did vote",2,1,2,1,3
1941,"did vote",3,4,3,3,1
1942,"did vote",3,2,1,2,5
1944,"did vote",5,5,5,3,4
1946,"did vote",2,2,3,4,3
1947,"did vote",2,1,1,3,3
1948,"did vote",2,2,1,1,4
1949,"did vote",1,3,1,3,3
1950,"did vote",1,1,1,2,2
1951,"did vote",1,1,1,2,5
1952,"did vote",5,3,3,2,1
1953,"did vote",1,1,3,2,2
1954,"did vote",1,1,2,2,3
1955,"did vote",1,1,2,3,2
1957,"did vote",2,2,2,3,2
1958,NA,1,1,1,2,4
1959,"did vote",1,2,2,3,3
1960,"did vote",2,2,1,3,2
1961,"did vote",5,5,5,4,2
1962,"did vote",3,2,2,5,1
1963,NA,1,1,1,2,3
1964,"did vote",4,1,1,2,2
1965,"did vote",4,3,4,3,2
1966,"did not vote",2,1,1,2,3
1967,"did vote",1,1,1,1,4
1968,"did vote",2,2,3,2,1
1970,"did vote",1,2,1,3,3
1972,"did vote",3,2,1,2,5
1973,"did vote",2,3,2,2,2
1974,"did vote",1,2,1,3,5
1975,"did vote",2,2,1,2,5
1976,"did vote",1,1,1,4,1
1977,"did vote",1,1,1,1,5
1978,"did vote",4,2,3,2,2
1979,"did vote",1,1,1,3,1
1980,"did vote",2,3,3,3,2
1982,"did vote",1,1,1,2,4
1983,"did vote",2,1,1,2,2
1985,"did vote",1,2,1,2,3
1986,"did vote",2,1,1,3,3
1987,"did vote",1,1,1,1,4
1988,"did vote",2,1,1,2,4
1989,"did vote",1,1,3,3,1
1990,"did vote",1,1,2,2,3
1991,"did vote",1,1,2,3,4
1992,NA,2,1,1,2,NA
1993,"did vote",3,1,1,2,5
1994,"did vote",3,1,2,1,4
1995,"did vote",4,1,1,2,5
1996,"did not vote",2,2,1,3,5
1997,"did vote",2,1,2,2,3
1998,"did vote",1,1,1,2,2
2000,"did vote",2,3,2,3,3
2001,"did vote",1,3,3,3,2
2002,"did vote",2,2,2,3,1
2004,"did vote",4,1,1,2,2
2005,"did vote",3,4,3,1,3
2006,"did vote",1,1,2,1,4
2007,"did vote",1,1,1,2,2
2008,"did vote",1,1,1,2,5
2009,"did vote",2,2,1,2,3
2010,"did vote",4,1,3,2,4
2011,"did vote",2,1,1,2,3
2012,"did vote",4,1,1,3,2
2013,"did vote",1,3,1,2,3
2014,"did vote",2,1,1,2,4
2016,"did vote",2,2,2,2,4
2017,"did vote",1,1,1,2,3
2019,"did vote",1,1,1,2,5
2020,"did vote",2,1,3,2,4
2022,"did vote",1,1,2,1,4
2024,"did vote",2,1,1,2,4
2025,"did vote",2,2,1,2,3
2026,"did vote",1,1,1,2,2
2029,"did vote",4,1,1,3,3
2030,"did vote",2,1,2,2,3
2031,"did vote",2,1,2,3,2
2032,"did vote",1,1,1,2,1
2034,"did vote",1,1,1,2,2
2035,"did vote",3,2,1,3,NA
2036,"did vote",3,3,3,2,3
2037,NA,2,1,3,2,1
2038,"did vote",3,1,1,3,3
2040,"did vote",4,3,1,3,3
2041,"did vote",4,5,5,5,1
2043,"did vote",2,2,3,4,3
2045,"did vote",3,4,1,3,2
2046,"did vote",5,2,3,2,5
2047,"did vote",2,1,1,2,5
2048,"did vote",2,2,2,1,5
2049,"did vote",1,1,2,1,5
2050,"did vote",1,1,1,2,2
2051,"did vote",3,1,2,2,2
2052,"did not vote",3,1,2,2,3
2053,"did vote",1,2,2,1,3
2054,"did vote",1,1,1,2,3
2055,"did vote",2,1,1,3,5
2056,"did vote",1,1,1,2,5
2057,"did vote",1,1,1,1,3
2058,"did vote",3,1,3,2,2
2059,"did vote",1,1,1,1,5
2060,"did vote",2,2,1,3,3
2061,"did vote",1,1,1,1,2
2062,"did vote",1,1,1,2,4
2063,"did vote",2,1,1,2,5
2064,"did vote",1,1,1,1,3
2065,"did vote",1,1,4,4,5
2066,NA,5,4,2,3,5
2067,"did vote",2,2,2,2,5
2068,"did vote",4,2,1,2,4
2069,"did vote",3,2,4,3,2
2070,"did vote",5,1,2,2,5
2071,"did vote",1,3,1,2,5
2072,"did vote",4,2,2,2,3
2073,"did vote",1,1,1,2,5
2074,"did vote",2,3,4,2,5
2075,"did vote",2,2,2,2,2
2076,"did vote",1,1,1,1,5
2077,"did vote",1,1,2,1,5
2078,"did vote",3,1,1,1,4
2079,"did vote",3,2,2,1,3
2081,"did vote",1,1,1,2,2
2082,"did vote",2,1,1,3,5
2083,"did vote",1,1,1,1,4
2084,"did vote",1,2,1,1,4
2085,"did vote",2,1,1,1,4
2086,"did vote",1,1,1,2,4
2087,"did vote",5,5,5,4,1
2088,"did vote",2,2,2,2,3
2089,"did vote",1,1,1,2,2
2090,"did not vote",1,1,1,2,3
2091,"did vote",NA,NA,NA,5,1
2092,"did vote",1,1,1,1,2
2094,"did vote",2,2,2,2,5
2095,"did vote",2,1,1,2,3
2096,"did vote",3,2,2,4,5
2097,"did vote",2,1,1,3,2
2098,"did vote",1,1,1,2,2
2099,"did vote",2,2,2,1,3
2100,"did vote",3,3,2,3,3
2101,"did vote",NA,NA,1,2,3
2102,"did vote",1,1,1,3,4
2103,"did vote",2,1,1,3,3
2104,"did vote",3,1,1,3,1
2105,"did vote",1,1,1,1,NA
2107,"did vote",2,2,1,2,2
2109,"did vote",2,3,2,3,3
2110,"did vote",1,1,1,2,3
2111,"did vote",1,1,1,1,4
2113,"did vote",1,1,1,2,2
2114,"did vote",2,1,1,2,5
2117,"did vote",5,1,2,3,5
2118,"did vote",3,2,3,2,3
2119,"did vote",1,1,1,3,2
2120,"did vote",1,1,1,2,2
2122,"did vote",3,4,4,2,1
2124,"did vote",3,3,3,2,3
2126,"did vote",2,2,4,1,4
2127,"did vote",3,1,2,2,3
2128,"did vote",2,1,2,2,2
2129,"did vote",4,4,2,3,1
2130,"did not vote",1,1,1,1,5
2131,"did vote",2,2,1,2,2
2132,"did vote",3,2,1,3,2
2134,"did vote",2,1,2,2,4
2136,"did vote",3,1,1,2,4
2137,"did vote",2,1,1,2,4
2138,"did vote",1,3,1,2,2
2139,"did vote",2,2,2,3,3
2141,"did vote",1,1,1,3,2
2142,"did vote",5,4,2,3,1
2143,"did vote",1,2,1,1,2
2144,"did vote",3,2,3,2,3
2145,"did vote",1,1,1,1,4
2146,"did vote",2,2,1,2,1
2147,"did vote",1,1,1,2,3
2148,"did vote",1,2,2,2,1
2149,"did vote",1,1,1,3,2
2151,"did vote",1,1,1,1,3
2152,"did vote",1,1,1,4,5
2153,"did vote",1,1,1,1,3
2154,"did vote",1,1,1,2,5
2155,"did vote",1,3,1,2,4
2156,"did vote",1,1,1,2,5
2157,"did vote",1,1,1,2,2
2158,"did vote",1,1,1,2,4
2159,"did vote",1,1,1,2,4
2160,NA,2,3,3,2,5
2161,"did vote",1,1,1,3,NA
2162,"did vote",4,2,1,1,NA
2164,"did vote",2,1,1,2,4
2165,"did vote",1,1,1,5,1
2166,"did vote",4,3,2,1,5
2167,"did vote",2,1,1,2,2
2168,"did vote",1,3,1,3,2
2169,"did not vote",2,1,2,3,3
2170,"did vote",3,3,4,3,1
2171,"did vote",2,2,2,2,5
2172,"did vote",1,1,1,2,4
2173,"did vote",2,2,2,2,5
2174,"did vote",1,2,1,NA,NA
2175,"did vote",3,1,1,2,2
2176,"did vote",5,1,1,2,2
2177,"did vote",1,1,1,1,5
2178,"did vote",1,1,1,1,1
2180,"did vote",1,1,1,2,4
2181,"did vote",2,2,2,2,3
2182,"did vote",2,2,1,1,4
2184,NA,1,1,1,3,2
2185,"did vote",2,2,1,3,3
2186,"did vote",1,1,1,1,3
2187,"did vote",2,2,1,3,3
2189,"did vote",1,2,3,2,4
2190,"did vote",1,1,1,2,3
2191,"did vote",3,3,3,3,3
2192,"did vote",3,1,1,5,2
2194,"did vote",4,2,1,3,1
2196,"did vote",3,2,1,2,4
2197,"did vote",3,2,1,5,1
2198,"did vote",3,3,4,3,1
2199,"did vote",2,1,1,3,2
2201,"did vote",2,2,2,2,3
2203,"did vote",2,3,1,2,1
2204,"did vote",5,3,3,2,5
2205,"did vote",2,1,1,1,4
2206,"did vote",3,4,1,3,3
2207,"did vote",1,1,1,2,4
2208,"did vote",1,1,1,5,1
2209,"did vote",5,4,3,3,2
2210,"did vote",1,1,1,3,3
2212,"did vote",1,2,2,1,4
2213,"did vote",2,2,2,2,2
2215,"did vote",3,1,1,4,2
2216,"did vote",2,2,2,3,3
2217,"did not vote",3,1,1,3,3
2220,"did vote",1,1,1,5,1
2221,"did vote",2,2,3,2,2
2222,"did vote",2,1,1,2,3
2223,"did vote",1,1,1,2,4
2225,"did vote",1,1,1,2,5
2226,"did vote",2,2,2,2,1
2227,"did vote",1,1,1,3,1
2229,"did vote",5,2,3,3,5
2230,"did vote",3,2,2,2,2
2231,"did vote",2,2,2,3,3
2232,"did vote",1,1,1,3,3
2233,"did vote",1,1,1,2,5
2234,"did vote",2,1,1,1,3
2235,"did vote",3,2,1,2,3
2236,"did vote",2,1,2,2,3
2237,"did vote",1,1,1,3,2
2238,"did vote",3,1,1,3,3
2239,"did vote",4,1,4,2,2
2240,"did vote",1,2,3,4,3
2241,"did vote",1,2,2,3,1
2242,"did vote",1,1,1,2,2
2243,"did vote",1,1,1,1,4
2244,"did vote",1,1,1,2,4
2245,"did vote",2,1,1,1,5
2246,"did vote",1,1,1,1,4
2247,"did vote",1,1,1,3,2
2248,"did vote",1,1,1,1,3
2249,"did vote",1,1,1,2,4
2250,"did vote",3,2,1,2,3
2251,"did vote",1,1,1,3,3
2252,"did vote",3,1,1,3,2
2253,"did vote",3,2,1,3,2
2254,"did vote",2,1,1,1,3
2255,"did vote",1,1,1,2,4
2256,"did vote",3,4,2,2,2
2257,"did vote",3,1,3,2,4
2258,"did vote",2,2,2,2,3
2259,"did vote",1,1,1,2,3
2260,"did vote",3,2,1,2,3
2261,"did vote",1,1,1,3,1
2262,"did vote",NA,1,NA,2,2
2263,"did vote",4,1,1,2,3
2264,"did vote",2,3,2,3,3
2265,"did vote",1,1,1,2,3
2266,"did vote",3,NA,NA,4,2
2267,"did vote",5,3,3,3,2
2268,"did vote",4,2,2,2,5
2269,"did vote",2,1,2,2,3
2270,"did vote",4,NA,2,5,5
2271,"did vote",1,3,2,3,2
2272,"did vote",1,1,2,1,2
2273,"did vote",3,3,3,3,2
2274,"did vote",2,1,1,2,3
2275,"did vote",3,1,NA,2,3
2276,"did vote",1,1,1,2,3
2277,"did vote",1,1,1,2,2
2278,"did vote",1,1,1,3,3
2279,"did vote",4,1,1,2,4
2280,"did vote",2,2,2,2,2
2281,"did vote",3,1,NA,2,2
2282,"did vote",1,1,1,2,4
2283,"did vote",1,1,1,2,2
2284,"did vote",2,2,2,2,3
2285,"did vote",1,1,1,2,2
2286,"did vote",3,NA,NA,3,2
2287,"did vote",2,1,1,2,3
2288,"did vote",3,1,1,2,5
2290,"did vote",2,1,1,1,2
2291,"did vote",2,1,1,2,2
2292,"did vote",2,1,1,2,4
2293,"did vote",2,3,2,3,1
2294,"did not vote",2,1,1,3,3
2295,"did vote",4,2,1,2,3
2296,"did vote",1,1,1,1,4
2297,"did vote",2,1,1,2,4
2298,"did vote",1,1,1,1,3
2299,"did vote",2,2,3,2,3
2300,"did vote",1,2,1,2,5
2301,"did vote",5,3,4,2,5
2302,"did vote",2,2,3,2,5
2303,"did vote",2,2,3,4,5
2304,"did vote",1,1,1,2,4
2305,"did vote",3,4,2,4,4
2306,"did vote",3,3,4,3,2
2307,"did vote",2,2,1,2,5
2308,"did vote",1,1,1,2,4
2309,"did vote",2,1,2,1,3
2310,"did vote",4,3,2,3,3
2311,"did vote",1,1,1,1,5
2313,"did vote",4,2,1,2,5
2314,"did vote",1,3,1,2,1
2315,"did vote",4,2,3,3,2
2317,"did vote",1,1,2,2,2
2318,"did vote",1,1,2,2,2
2319,"did vote",2,2,3,3,2
2320,"did vote",1,2,1,1,5
2321,"did vote",4,4,4,3,2
2322,"did vote",3,1,1,2,5
2323,"did vote",1,1,1,1,3
2324,"did vote",1,1,1,1,5
2325,"did vote",1,1,1,2,4
2326,"did vote",1,1,1,3,2
2327,"did vote",2,2,2,2,4
2328,"did vote",1,1,1,2,2
2330,"did vote",1,1,1,2,3
2331,"did vote",1,1,1,2,1
2333,NA,2,2,2,3,1
2334,"did vote",3,2,2,3,2
2335,"did vote",1,1,1,3,3
2336,"did vote",3,3,4,3,1
2337,"did vote",1,1,1,3,1
2339,"did not vote",2,3,3,3,3
2340,"did vote",1,1,1,2,3
2341,"did vote",4,4,2,3,1
2342,"did vote",1,1,1,2,5
2343,"did vote",5,2,2,1,3
2344,"did vote",2,2,1,1,5
2345,"did vote",1,1,3,3,3
2346,"did vote",1,2,1,2,3
2347,"did vote",4,4,4,2,2
2348,"did vote",4,2,1,2,4
2349,"did vote",1,1,1,1,3
2351,"did vote",1,1,1,4,2
2352,"did vote",1,1,1,1,3
2353,"did not vote",3,3,3,3,2
2354,"did vote",2,2,2,2,3
2355,"did vote",1,1,1,2,2
2356,"did vote",1,2,1,2,3
2357,"did vote",1,1,1,4,4
2358,"did not vote",1,1,2,NA,3
2359,"did vote",2,2,2,3,2
2361,"did vote",1,1,2,1,2
2362,"did vote",1,1,2,2,2
2363,"did vote",3,1,1,2,3
2364,"did vote",1,1,1,3,3
2365,"did vote",2,1,2,2,3
2366,"did vote",4,5,5,1,5
2367,"did vote",2,2,1,3,3
2368,"did vote",2,2,2,2,3
2369,"did vote",1,3,1,1,5
2370,"did vote",3,1,1,3,5
2372,"did vote",1,1,1,1,5
2374,"did vote",2,3,4,3,2
2375,"did not vote",3,3,3,2,4
2376,"did vote",3,5,2,2,5
2377,"did vote",2,1,1,2,4
2378,"did vote",1,1,1,2,4
2380,"did vote",2,1,3,2,4
2381,"did vote",4,3,2,2,3
2382,"did vote",2,1,1,3,4
2384,"did vote",1,1,1,1,5
2385,"did vote",3,2,2,2,3
2386,"did vote",1,1,1,2,2
2387,"did vote",2,2,2,1,4
2388,"did vote",2,2,2,2,4
2389,"did vote",1,1,2,4,1
2390,"did vote",2,1,2,3,2
2391,"did vote",1,1,1,2,1
2392,"did vote",1,1,1,1,3
2393,"did vote",2,2,2,2,2
2394,"did vote",1,1,1,2,2
2396,"did vote",2,3,1,2,3
2397,"did vote",2,2,3,3,2
2398,"did vote",1,1,1,2,4
2399,NA,3,1,2,2,5
2400,NA,4,3,2,2,2
2401,NA,1,1,1,2,5
2402,NA,1,1,1,1,5
2404,"did not vote",3,3,3,5,5
2405,"did vote",4,3,1,3,5
2406,"did vote",4,4,1,3,4
2407,"did vote",4,2,3,2,5
2408,"did vote",2,1,1,1,4
2409,"did vote",1,1,1,2,4
2410,"did not vote",3,3,2,3,1
2411,"did vote",2,1,1,1,4
2413,"did vote",1,1,1,2,3
2414,"did vote",1,2,3,3,1
2415,"did vote",3,3,2,3,3
2416,"did vote",1,1,1,1,2
2417,"did vote",2,1,1,2,1
2418,"did vote",2,2,2,3,3
2419,"did vote",1,1,1,2,4
2421,"did vote",1,1,1,1,4
2422,"did vote",1,1,1,2,3
2423,"did vote",4,1,3,2,2
2425,"did vote",3,2,2,2,3
2426,"did vote",1,1,1,1,5
2427,"did vote",1,1,1,3,2
2428,"did vote",2,2,2,3,5
2429,"did vote",1,1,1,3,4
2430,"did vote",2,1,2,3,3
2432,"did vote",1,1,3,2,5
2433,"did vote",4,1,1,3,2
2434,"did vote",3,4,5,4,2
2435,"did vote",2,2,2,3,2
2437,"did not vote",1,2,1,1,3
2438,"did vote",1,1,2,2,5
2439,"did vote",2,2,3,2,3
2440,"did vote",5,3,3,2,5
2441,"did vote",2,2,2,2,2
2442,"did vote",3,1,1,2,2
2443,"did vote",2,2,2,2,2
2444,"did vote",2,1,1,2,5
2445,"did vote",2,1,1,2,4
2446,"did vote",1,1,1,2,1
2447,"did vote",1,1,1,2,2
2448,"did vote",1,1,1,1,2
2449,"did not vote",4,3,NA,2,2
2450,"did vote",1,1,1,2,3
2451,"did vote",3,2,1,2,2
2452,"did vote",1,1,1,3,3
2453,"did vote",2,2,2,2,3
2454,"did vote",2,3,2,2,5
2455,NA,3,1,1,1,5
2457,"did vote",3,1,1,1,5
2459,"did vote",3,2,1,3,2
2460,"did vote",4,5,5,2,5
2461,"did vote",2,2,2,3,3
2462,"did vote",2,1,1,2,4
2463,"did vote",1,1,4,2,2
2464,"did vote",2,1,2,2,5
2465,"did vote",3,1,1,2,3
2467,"did vote",2,1,1,3,3
2469,"did vote",2,2,2,5,3
2470,"did vote",1,2,2,2,3
2471,"did vote",1,1,1,2,2
2472,"did vote",2,3,4,3,2
2473,"did vote",1,1,1,2,2
2474,"did vote",2,1,1,3,1
2475,"did vote",1,1,1,2,2
2476,NA,1,1,2,2,4
2478,"did vote",2,2,2,3,2
2479,"did vote",2,2,3,2,5
2481,"did vote",2,4,2,2,4
2483,"did vote",2,2,2,3,1
2484,"did vote",2,2,2,2,4
2485,"did vote",1,1,1,2,5
2486,"did vote",1,1,NA,2,3
2487,"did vote",4,2,1,4,1
2488,"did vote",4,2,1,3,2
2489,"did not vote",2,3,2,5,1
2490,"did vote",5,3,2,2,3
2491,"did vote",1,1,1,2,3
2492,"did vote",1,1,1,2,2
2493,"did vote",2,1,2,2,2
2494,"did vote",2,2,2,3,3
2495,"did vote",1,1,1,3,3
2496,"did vote",2,1,1,3,2
2497,"did vote",2,2,2,2,2
2498,"did vote",2,1,1,1,4
2499,"did vote",1,1,1,2,4
2500,"did vote",4,4,3,2,4
2501,"did not vote",1,1,1,2,2
2502,"did vote",2,4,3,2,2
2503,"did vote",2,NA,NA,2,2
2504,"did vote",2,1,1,2,3
2505,"did vote",1,1,1,2,3
2506,"did vote",1,1,1,2,2
2507,"did vote",1,1,2,3,3
2508,"did not vote",4,3,3,3,3
2509,"did vote",2,2,2,2,3
2510,"did vote",2,1,1,3,3
2513,"did vote",2,2,1,4,3
2516,"did vote",2,1,1,1,4
2519,"did vote",1,2,1,4,3
2520,"did vote",3,2,2,2,2
2521,"did vote",5,1,1,3,5
2523,"did vote",1,1,1,2,2
2524,"did vote",2,2,1,2,2
2525,"did vote",2,3,3,2,1
2527,"did vote",1,1,3,3,3
2528,"did vote",2,1,1,1,2
2529,"did vote",2,1,1,3,3
2530,"did vote",2,2,3,4,2
2531,"did vote",1,1,1,2,2
2532,"did vote",5,3,3,3,1
2533,"did vote",1,1,1,2,3
2534,"did vote",1,1,1,2,1
2535,NA,2,1,1,2,3
2536,NA,2,1,1,2,3
2537,"did vote",1,1,1,2,5
2538,"did vote",1,1,1,2,3
2540,"did vote",5,1,2,4,1
2542,"did vote",3,2,2,3,5
2543,NA,3,1,1,2,3
2544,"did vote",2,1,1,1,5
2545,"did vote",2,2,2,3,4
2547,"did vote",1,1,1,2,4
2549,"did vote",2,2,2,2,2
2551,"did vote",1,2,2,2,2
2552,"did vote",2,1,1,3,3
2553,"did vote",1,1,1,2,3
2554,"did vote",4,1,3,4,1
2555,"did vote",1,1,1,2,3
2556,"did vote",1,2,1,2,5
2558,"did vote",3,2,2,2,3
2559,"did vote",1,1,1,1,5
2560,"did vote",4,2,2,2,5
2561,"did vote",3,1,2,2,2
2562,"did vote",1,1,1,2,2
2563,"did vote",1,1,1,3,2
2564,"did vote",2,1,1,2,2
2565,"did vote",2,1,1,2,4
2566,"did vote",1,1,1,2,2
2567,"did vote",2,1,3,3,4
2568,"did vote",2,1,1,2,5
2569,"did vote",3,5,4,3,3
2570,"did vote",2,1,2,3,5
2574,"did vote",3,2,2,3,5
2575,"did vote",2,2,2,2,3
2576,"did vote",1,1,1,2,4
2577,"did vote",2,2,2,2,5
2579,"did vote",3,3,2,1,5
2580,"did vote",2,2,2,2,2
2581,"did vote",4,1,1,2,2
2582,"did vote",2,2,2,2,4
2583,"did vote",1,1,1,2,4
2585,"did vote",2,1,1,2,3
2586,"did vote",1,1,1,3,4
2588,"did vote",2,2,2,2,5
2589,"did vote",1,1,1,1,5
2590,"did vote",4,2,2,2,2
2591,"did vote",2,1,1,3,4
2593,"did vote",1,1,1,2,4
2594,"did vote",1,1,1,1,4
2595,"did vote",2,1,1,2,3
2596,"did vote",2,2,1,2,4
2597,"did vote",2,1,1,2,3
2598,"did vote",4,1,1,1,2
2599,"did vote",2,1,1,2,1
2600,"did vote",1,3,1,2,4
2601,"did vote",1,1,3,3,3
2602,"did vote",2,2,2,4,3
2603,"did vote",1,2,1,2,3
2604,"did vote",2,3,2,2,2
2605,"did vote",1,1,1,2,3
2606,"did vote",1,3,1,2,5
2608,"did vote",1,2,1,1,5
2609,"did vote",1,1,1,4,2
2611,"did vote",2,3,1,3,3
2612,"did vote",2,3,3,3,2
2613,"did vote",1,3,1,2,2
2615,"did vote",2,1,1,1,5
2616,"did vote",1,1,1,2,2
2617,"did vote",3,4,2,2,2
2618,"did vote",2,2,1,1,4
2619,"did vote",1,1,2,2,3
2620,"did vote",1,1,1,2,3
2621,"did vote",5,5,5,3,5
2622,"did vote",2,1,4,3,2
2623,"did vote",1,2,1,1,3
2624,"did vote",1,1,1,3,5
2625,"did not vote",1,3,2,3,5
2627,"did vote",1,1,1,3,5
2628,"did vote",1,3,2,2,4
2629,"did vote",4,3,2,3,4
2630,"did vote",2,3,2,2,3
2631,"did vote",2,2,1,2,4
2632,"did vote",5,2,2,2,4
2633,"did vote",2,1,1,2,2
2634,"did vote",1,3,3,2,2
2635,"did vote",2,2,2,2,5
2636,"did vote",2,3,4,3,3
2637,"did vote",2,1,NA,2,5
2638,"did vote",1,3,2,3,1
2640,"did vote",1,1,1,4,5
2641,"did vote",1,1,1,3,4
2642,"did vote",1,1,1,1,4
2643,"did vote",1,1,1,2,2
2644,"did vote",1,3,1,1,1
2645,"did vote",4,2,2,3,3
2646,NA,3,3,1,2,2
2647,NA,5,3,4,2,5
2648,NA,1,1,2,2,3
2649,"did vote",3,1,1,3,5
2650,"did vote",2,1,2,4,3
2651,"did vote",1,3,3,2,2
2652,"did vote",3,1,2,3,1
2654,"did vote",2,4,4,2,5
2655,"did vote",4,2,NA,2,2
2656,"did vote",2,2,2,1,3
2657,"did vote",2,2,1,3,5
2658,"did vote",1,1,1,2,4
2660,"did vote",1,1,1,2,2
2663,"did vote",2,1,1,3,2
2664,"did vote",1,2,5,5,5
2665,"did vote",3,2,2,3,2
2666,"did vote",1,1,1,1,3
2667,"did vote",4,2,3,3,NA
2668,"did vote",2,3,1,2,5
2669,"did vote",3,2,4,3,1
2670,"did vote",2,4,3,2,1
2671,"did vote",2,2,1,2,3
2672,"did not vote",3,3,2,4,1
2673,"did vote",1,5,3,2,3
2674,"did vote",2,3,1,2,3
2675,"did vote",2,2,2,2,2
2676,"did vote",1,2,3,2,4
2677,"did vote",5,4,2,3,4
2678,"did vote",2,2,2,2,5
2679,"did vote",1,1,1,4,3
2680,"did vote",1,1,1,2,3
2681,"did vote",3,2,1,2,5
2683,"did vote",3,2,1,3,4
2686,NA,1,2,1,2,4
2687,"did vote",2,2,2,3,5
2688,"did vote",1,2,1,2,4
2690,"did vote",2,1,2,2,3
2691,"did vote",5,3,5,3,3
2692,"did vote",3,1,1,2,3
2693,"did vote",3,3,2,1,5
2695,"did vote",1,4,2,1,2
2696,"did vote",3,3,2,3,4
2697,"did vote",4,3,1,2,5
2698,"did vote",2,2,2,2,4
2699,"did vote",1,3,1,2,2
2700,"did vote",1,3,1,3,2
2701,"did vote",2,3,1,3,3
2702,"did vote",1,2,3,2,4
